"","0","0 | 1","0 | 2","0 | 3","0 | 4","0 | 5","0 | 6","0 | 7","0 | 8","2400","2400 | 1","2400 | 2","2400 | 3","2400 | 4","2400 | 5","2400 | 6","2400 | 7","2400 | 8"
"sufC",806.95,789.93,725.24,1066.47,1119.46,1028.05,1394.58,1447.16,1566.28,606.64,600.5,526.52,643.43,991.34,778.97,770.72,623.95,803.54
"yadN",990.87,1246.27,1098.62,1518.07,1326.99,1442.83,1396.29,1212.32,1147.05,1336.11,1219.43,1304.14,1143.88,994.09,1004.45,1021.17,1051.43,1035.34
"tyrP",450.1,393.65,427.72,396.65,393.3,336.69,432.67,391.16,438.68,527.01,393.17,530.32,299.03,319.8,338.75,428.06,317.66,411.46
"mtfA",152.24,173.19,163.84,188.11,157.41,185.39,125.47,159.13,165.69,188.03,320.45,193.28,1163.55,834.28,807.92,194.28,190.67,210.57
"fruA",3494.84,3901.57,3743.62,4131.04,4457.77,4415.33,2628.15,2783,2789.61,13571.71,13467.36,7126.24,3394.72,3646.6,3698.17,9863.72,7223.05,6140.92
"yaiP",225.79,213.25,201.11,232.29,292.91,316.83,276.51,228.95,207.21,224.51,201.87,211.38,204.86,176.89,226.63,236.71,249.17,225.93
"yajR",919.56,922.26,949.43,893.09,859.32,857.57,834.38,892.32,871.48,860.7,724.93,1090.17,496.8,625.86,556.87,610.88,546.43,625
"selB",991.18,1065.53,873.98,901.65,876.15,981.4,1021.46,939.99,934.34,1553.17,1377.3,1341.48,1494.96,1237.01,1159.4,1111.43,1008.21,1151.2
"ybdR",250.07,295.5,243.93,339.85,341.17,366.69,367.79,362.56,383.4,377.02,294.52,330.25,397.55,294.86,341.44,329.7,371.07,360.13
"nadR",893.04,837.81,901.71,882.53,897.84,850.98,846.48,864.85,914.67,686.44,764.53,978.6,914.11,824.03,911.05,785.41,750.14,788.73
"proP",1153.72,1299.97,1319.06,1385.6,1289.36,1416.53,1882.93,2184.02,2256.86,1910.59,2460.41,3286.91,966.85,984.85,886.21,1399,1124.59,1765.84
"hyi",124.62,170.24,130.87,207.7,218.22,236.01,198.58,170.22,130.37,188.33,188.06,267.31,169.86,123.03,150.65,172.43,170.91,160.25
"yjbQ",990.03,1013.56,932.24,896.29,888.16,1062.25,1004.54,986.37,1009.38,1158.08,1390.7,1165.3,2924.7,1956.02,1824.99,1085.49,1249.39,1076.51
"abpB",850.04,1093.82,888.94,1112.77,1154.18,1122.76,1120.75,1082.86,1089.89,1783.75,1375.69,2063.5,1137,1135.2,1129.88,1117.48,1176.38,1074.4
"gspK",277.63,294.55,293.51,328.45,287.94,336.34,357.68,379,259.69,314.87,267.03,337.79,297.69,224.02,265.81,258.71,293.25,237.1
"argO",1017.95,1084.36,1036.66,977.28,1097.45,1106.21,1267.45,1178.56,1125.28,1317.55,968.46,1871,1024.57,896.25,911.2,853.46,858.44,952.06
"menA",1824.25,1538.35,1613.19,1121.68,1134.77,1081.55,1711.12,1721.87,1675.12,1003.42,1012.84,1063.92,875.97,888.14,966.21,1132.12,942.58,1137.46
"tmcA",207.42,227.88,222.66,227.45,226.69,231.6,221.61,224.97,227.43,287.17,234.94,274.05,235.27,218.17,222.94,222.74,249.22,228.41
"yecE",150.47,153.25,155.2,224.7,220,238.62,282.51,271.41,366.66,115.71,151.12,188.03,221.16,244.16,280.24,185.9,232.09,184.05
"gudX",409.46,546.54,418.06,644.28,550.65,710.75,610.81,568.56,509.34,642.19,472.2,643.07,575.31,551.99,555.06,549.69,537.93,486.26
"ybbC",324.42,417.79,310.06,380.83,495.74,506.57,450.5,333.7,398.76,488.1,665.91,267.21,392.16,281.92,409.81,423.15,522.13,526.66
"grcA",3206.18,3594.71,3543.87,2662.12,2091,1997.17,2109.48,2566.15,2412.94,20620.63,22851.14,12682.95,13467.36,13275.77,13769.52,17852.92,18179.06,16878.93
"bfr",804.47,1051.05,906.64,972.6,1067.88,1217.64,1161.87,1111.39,998.71,1570.64,1857.14,1607.98,1482.72,1366.36,1591.72,1381.15,1369.65,1478.33
"rsmB",1654.47,1908.49,1609.79,750.22,713.31,855.37,1095.37,947.68,1113.48,911.09,1090.48,2042.72,760.07,637.25,521.4,615.79,793.57,802.97
"yfcR",15.56,17.99,15.91,18.77,23.48,23.78,21.9,18.27,18.63,23.52,19.68,18.78,19.61,15.89,18.74,18.75,19.87,18.79
"bglG",542.51,686.51,589.54,624.54,682.61,646.39,594.62,599.64,427.96,810.06,603.31,865.27,599.93,544.7,540.25,577.56,600.47,584.17
"atpF",39723.41,38376.32,38305.09,33277.38,33232.46,32951.56,33750.14,34178.88,32847.55,38046.87,35891.26,42943.25,30515.14,29192.94,26761.66,36514.58,31506.54,31934.25
"yfdP",121.96,152.95,150.07,167.36,149.97,169.57,165.9,141.36,111.72,282.96,153.22,384.72,149.55,99.15,122.34,138.6,119.68,125.5
"rzpD",1966.5,2187.38,1811.65,2168.18,2415.77,3043.73,1927.8,1761.42,1899.71,2391.55,3015.59,3207.82,2154.58,1618.19,1989.72,2277.91,2786.18,2095.41
"mepS",6454.42,7304.56,6814.83,3163.2,3404.39,3769.69,4746.37,4608.99,5058.98,4096.88,4988.3,5443.38,6458.09,6432.25,5979.25,4032.83,3519.73,4942.2
"hchA",369.85,423.2,336.38,503.61,445.34,495.83,474.6,539.41,644.05,591.29,656.43,680.67,833.56,697.02,708.12,685.49,691.04,731.3
"yaaA",708.53,688.76,665.82,678.52,597.27,564.7,529.75,651.43,625.03,903.98,887.61,935.37,603.61,752.31,696.52,617.37,562.91,541.97
"pflC",94.59,94.63,83.01,103.88,110.48,112.28,94.42,94.42,83.72,96.53,86.53,94.3,94.53,94.68,94.62,104.46,94.63,95.54
"thiE",264.27,271.34,256.87,300.16,265.72,297.78,279.51,295.05,265.39,259.71,232.7,172.65,290.96,226.99,261.07,264,271.97,266.23
"cyoD",13419.47,14272.93,13606.74,9418.09,9935.41,12438.51,9301.86,9392.35,8852.44,9550.4,11272.04,15152.44,7138.13,5845.74,5568.91,7249.22,6606.17,6469.73
"chiQ",780.59,722.53,768.04,917.44,780.75,801.1,780.7,780.16,780.17,1001.09,804.12,781.36,781.36,772.78,754.38,816.59,781.2,780.95
"evgS",246.3,246.72,239.99,247.56,262.44,256.47,239.74,214.95,239.76,640.65,471.15,612.27,245.6,203,183.34,293.6,339.92,253.35
"ppa",18330.41,20237.73,20071.84,16313.93,15298.39,12928.51,17855.73,16343.86,16711.64,16720.25,15998.59,6627.15,7882.82,11477.1,12268.38,12944.18,12362.27,13541.04
"yejB",106.83,96.24,86.35,95.71,97.63,110.02,106.45,92.81,91.71,122.58,126.28,127.85,135.86,106.66,106.84,107.97,118.91,112.46
"mepM",760.17,889.5,805.18,570.57,541.33,569.24,593.24,690.68,804.03,454.07,613.63,1107.14,797.87,846.83,751.87,483.05,433.78,527.35
"ypjA",387.8,388.07,299.29,452.38,451.64,440.66,426.64,382.44,387.04,387.43,387.9,320.11,389.58,387.76,388.27,402.46,416.82,367.94
"ybhM",30.47,24.4,19.34,24.65,30.16,35.41,25.22,23.8,19.65,22.91,19.9,43.29,26.5,22.31,27.63,28.24,24.94,23.59
"ogrK",117.16,113.61,119.86,88.59,111.25,97.04,91.06,97.26,97.6,91.7,107.54,81.82,97.13,97.95,98.37,97.15,106.71,97.36
"selA",2979.19,2879.9,2680.96,2770.43,2629.28,3355.63,2403.59,2512.69,2376.98,4432.1,4112.09,4810.2,5355.69,4499.49,3793.07,3976,4353.54,4383.91
"perR",781.71,764.74,759.19,1049.15,1072.56,1056.97,884.61,847.94,825.92,780.35,631.93,829.21,849.41,851.94,871.96,888.94,848.96,854.86
"trpB",111.13,147.3,167.92,175.88,165.83,185.5,197.29,192.94,252.61,75.39,96.26,100.09,140.3,100.01,138.52,125.74,118.94,141.96
"ybjG",291,317.2,303.19,221.18,217.24,221,355.08,357.89,407.91,182.95,216.56,237.49,184.26,189.93,174.56,207.79,191.09,228
"rseC",3163,3465.67,3260.96,3628.34,3670.8,4431.77,2916.68,2902.14,3369.89,2525.7,2793.47,3320.22,4820.81,4524.78,4545.08,2713.28,2846.04,3473.11
"gltD",223.61,241.9,242.22,246.69,254.99,242.73,264.01,279.75,290.61,279.03,208.98,214.78,173.47,249.72,244.11,241.6,241.66,246.1
"ygiC",3022.62,2502.23,2670.64,2556.85,2395.83,2268.75,2697.08,2936.76,3357.66,2285.2,2021.06,3084.52,2874.3,3504.84,3097.18,2282.4,2193.08,2787.11
"araG",64.31,68.96,68.83,88.8,76.6,77.08,76.95,68.83,68.82,76.96,73.25,109.04,136.41,77.12,77.03,76.99,77.03,83.24
"ltaE",1720.37,1727.22,1732.47,1977.52,1975.35,1959.45,2326.1,2444.13,2267.72,1916.17,1912.23,1458.98,1971.4,2003.72,2078.09,2020.4,2240.24,1988.57
"paaE",307,319.34,277.74,460.58,423.95,409.77,363.65,365.49,372.54,366.31,308.2,195.85,363.78,375.47,329.91,453,370.43,408.33
"gatB",18.42,19.12,19.01,16.82,19.95,19.1,15.79,14.88,14.83,19.38,31.13,23.9,21.78,16.26,19.87,32.06,34.76,32.87
"murA",1841.14,1863.02,1793.32,1161.48,1211.08,1160.1,1518.66,1495.62,1609.37,920.65,975.98,1616.43,573.2,776.89,797.81,830.55,773.57,896.96
"queF",2262.04,2217.54,2089.12,2099.55,2140.7,2076.77,2078.59,2069.42,2080.27,2082.82,2080.81,2198.2,2164.57,2092.26,2064.74,2008.48,2107.46,2052.01
"yfjS",144.38,149.52,138.69,248.87,237.75,230.5,184.3,194.68,170.3,170.39,128.17,131.53,169.09,164.79,170.71,170.52,170.37,171
"panF",3279.02,3262.81,3255.74,1805.47,2143.9,2072.72,2165.13,2179.75,2170.17,1355.4,1569.33,1799.22,1173.6,931.31,1225.92,1320.87,1665.58,1509.15
"sspB",3209.71,2832.16,2892.89,2160.62,2035.57,1927.54,2434.07,2486.48,2516.48,2203.04,2131.88,2492.05,1773.52,2309.48,2172.8,2215.72,2104.52,2175.26
"lpxC",11683.21,12827.69,12372.25,11975.06,11996.84,12691.94,12949.52,13869.25,14400.34,10546.38,12906.52,17972.95,17523.81,14590.23,13005.17,10318.04,10080.48,10616.09
"yaiA",384.48,363.55,356.51,291.03,302.3,283.54,423.05,404.4,453.66,449.18,496.87,495.84,368.34,365.62,443.45,363.84,413.3,439.99
"pagP",315.73,358.04,377.76,301.36,456.43,492.26,517.82,502.49,499.38,722.37,666.06,664.52,775.12,860.97,813.08,690.2,817.03,655.72
"kch",154.94,172.18,158.31,171.34,180.38,180.36,179.71,181.46,183.22,199.53,179.88,213.9,190.18,180.36,195.1,179.96,200.35,201.2
"ynbE",6.39,6.39,6.38,6.38,6.38,6.38,6.38,5.79,6.38,7.31,7.02,6.62,6.38,6.38,6.39,6.38,6.38,6.4
"yciQ",36.35,43.1,39.16,34.26,36.48,36.4,36.39,36.33,34.72,32.04,54.93,38.34,39.19,30.87,36.51,36.49,47.33,40.26
"aroK",13830.86,14706.78,14142.86,9748.56,10080.55,10176.14,11384.63,11236.67,11232.13,10802.28,10503.54,11629.93,7556.98,8054.45,7893.3,8835.62,9113.85,10381.51
"yecT",64.32,63.4,75.79,62.52,62.59,71.11,63.7,62.18,52.18,52.19,52.56,36.94,62.4,50.81,54.99,63.9,62.58,63.31
"yiaV",1614.62,1655.47,1529.13,1841.26,1797.21,1768.01,1646.92,1628.71,1386.98,1824.51,1692.96,1794.55,1880.01,1507.7,1505.92,1673.12,1630.59,1633.62
"spy",490.91,492.61,592.14,2692.4,3918.02,2038.49,7569.41,9567.49,9443.46,582.5,668.75,344.07,2093.79,3387.71,2884.05,3582.09,3206.15,3940.31
"rraB",6380.17,6366.32,6144.46,5484.47,5123.5,4744.82,4530.07,4395.03,4137.86,5520.1,5847.32,2958.47,5342.91,5997.75,6167.44,4879.51,4334.29,4826.26
"ychE",5.78,6.18,5.65,5.77,5.78,5.75,5.78,5.78,5.65,6.94,6.16,6.49,5.79,5.79,5.79,5.78,5.79,5.8
"trmD",42606.58,41622.85,42220.5,36943.15,37363.13,38193.2,39605.28,38252.38,38941.74,39047.7,38397.92,39737.04,37034.43,37608.39,35639.62,36764.91,37197.93,36951.56
"hofB",4.23,4.16,4.23,4.23,4.28,4.23,4.23,4.23,4.23,4.23,4.23,4.24,4.28,4.23,4.7,4.23,4.3,4.23
"iscU",5191.83,5619.47,5046.96,3387,3540,4284.11,5421.89,5299.56,4204.71,3387.01,3380.63,5256.31,2453.94,2414.61,2189.44,2633.61,2777.18,3239.77
"pldA",4621.06,5021.08,4773.34,3707.08,3817.65,4059.4,4383.01,4072.65,4016.69,3378.83,3565.64,3222.01,3376.9,3021.02,3242.21,3584.59,4001.37,4019.64
"yidP",775.33,708.01,688.24,1131.7,1083.2,1241.21,895.07,831.72,628.62,1042.24,636.38,915.62,1130.01,744.59,856.67,1105.63,986.03,855.7
"yahB",88.53,88.49,88.44,88.17,91.02,88.46,92.23,73.89,72.8,88.35,88.49,117.33,104.8,104.91,103.98,87.83,96.53,81.11
"yjdM",5979.7,5865.38,6429.58,5348.75,5465.29,5500.55,5219.34,4993.07,5038.04,5349.46,5270.3,3968.73,5462.54,5469.39,5406.18,5463.05,5763.84,6340.99
"fadD",235.43,217.26,204.52,113.05,115.14,118.83,124.46,113.08,131.9,76.66,90.83,83.18,82.51,83.04,74.46,83.58,98.4,125.81
"xylH",80.84,92.6,81.2,80.64,83.61,112.57,80.68,81.18,77.29,133.49,82.26,206.75,126.6,77.63,77.21,80.73,81.26,78.43
"ygiW",911.78,923.29,912.52,1220.8,1159.1,1057.88,1207.71,1456.9,1621.27,1297.8,1442.55,1208.26,1875.17,2059.96,1913.97,1262.18,1296.28,1467.79
"ydiB",175.78,235.99,226.01,235.5,252.61,265.92,255.88,235.28,235.72,235.8,235.86,235.21,235.67,213.81,236.43,235.68,241.1,236.02
"yadL",58.25,62.64,58.82,68.1,62.19,79.79,62.27,65.72,51.7,81.01,62.19,164.56,62.24,46.13,59.95,41.14,73.14,59.11
"galS",906.59,876.35,927.47,1004.77,906.6,975.93,745.03,785.25,719.72,882.45,1034.08,1085.97,1604.4,1492.67,1378.95,1148.06,1177.44,1124.73
"atpH",22695.29,22858.4,20485.23,14337.96,14561.13,14883.88,14996.95,15127.2,13503.21,16511.61,18905.94,23452.07,13004.86,10623.54,12749.45,16885.89,15848.21,13842.18
"dnaG",12037.04,12249.34,12405.67,8856.82,9346.45,8790.71,10529.25,9398.75,10122.08,6933.84,6234.67,7378.04,5662.59,5991.22,6741.13,7728.16,8012.69,8308.58
"insF1",969.74,1037.71,960.25,1101.71,1104.71,1326.03,1078.5,978.27,821.34,1038.16,1040.99,1245.2,1193.45,946.62,892.27,1036.59,1036.39,911.13
"thrS",10130.18,9368.99,9750.66,6382.34,7970.91,8809.21,9978.69,8461.83,8457.2,9033.98,11963.06,9944.7,9949.33,8620.08,10081.65,10427.79,9287.17,9233.31
"ygeG",318.7,431.32,323.54,485.52,453.42,590.32,394.87,340.76,312.5,444.05,468.83,697.91,318.39,245.92,293.67,324.95,349.78,358.89
"phoE",313.76,311.64,308.54,396.1,381.37,405.41,405.61,326.39,296.33,339.08,285.99,282.11,302.04,309.5,317.15,336.51,309.54,313.1
"yggU",3278.4,3538.71,3480.99,2651.7,2356.11,2860.14,2657.4,2495.59,2846.29,2207.33,2191.98,3011.17,1586.63,1514.36,1948.05,1907.45,2452,2297.24
"yaiS",298.22,298.65,298.1,302.18,332.98,334.16,310.52,284.78,284.02,342.76,258.8,350.26,298.53,298.28,296.33,258.54,298.31,277.18
"purM",235.79,222.31,213.15,152.64,146.6,150.95,140.6,151.82,147.63,147.86,149.88,222.18,148.26,146.74,130.2,147.76,147.84,148.17
"ycaO",1189.45,1303.51,1165.44,458.21,408.4,458.25,479.71,570.49,493.25,464.77,571.45,597.71,208.12,251.04,321.96,459.7,291.71,341.64
"yhjB",588.7,516.12,487,620.23,628.44,614.74,528.73,512.71,513.11,524.88,530.19,522.23,519.55,429.78,491.22,529.62,547.02,527.48
"yjeM",449.37,406.85,403.78,468.8,351.29,503.92,470.68,496.82,472.79,372.91,337.16,401.71,458.34,391.24,405.43,334.19,375.12,422.6
"umuD",13.85,13.9,13.86,13.88,13.92,14.22,13.84,13.68,13.86,13.87,14.54,16.98,13.93,13.89,13.9,13.87,13.89,13.9
"rluA",1300.14,1432.21,1688.93,696.61,672.97,669.78,714.58,813.57,830.15,774.99,510.23,769.23,416.67,406.74,460.99,486.39,507.33,555.43
"mhpT",15.66,18.26,12.31,22.34,21.99,22.08,17.21,16.81,15.29,15.69,15.59,11.3,19.1,11.26,13.62,14.91,16.39,14.62
"ydiN",28.45,44.06,27.38,38.42,42.85,43.58,38.59,41.73,32.66,39.41,40.49,54.48,43.55,38.5,38.62,38.01,38.64,38.49
"katE",526.91,452.93,521.27,695.29,762.99,602.55,1795.96,2287.72,2324.08,602.94,626.52,601.12,1123.46,1398.87,1350.92,2727.9,3051.36,2732.45
"yneL",9.53,12.49,9.44,9.03,9.53,12.06,9.8,9.5,9.02,9.52,12.02,23.67,9.51,8.26,9.53,9.52,9.52,9.21
"lpxL",2206.61,2494.64,2471.26,2074.19,2235.52,2139.9,2600.84,2411.95,2745.99,1616.05,1885.52,2052.35,1806.83,1806.02,1659.85,1631.29,2003.74,1742.59
"yeiE",513.92,530.42,513.26,490.15,502.94,481.63,491.67,502.84,503.18,492.18,499.96,428.62,815.69,804.18,770.5,553.28,493.63,512.03
"wzxE",259.5,259.88,262.63,197.2,196.5,248.03,258.69,265.74,287.62,259.3,313.03,348.84,258.81,224.22,237.74,259.64,259.18,276.7
"fabI",11633.3,12052.83,11549.18,9729.44,9465.56,8119.23,9264.79,8950.52,9065.66,9315.03,9968.7,11262.01,7743.57,7555.76,7258.42,8405.52,9641.99,8585.26
"ychS",7.38,7.39,8.23,8.38,9.56,5.62,7.36,7.37,8.01,7.37,6.82,4.28,5.62,15.85,12.38,7.92,7.38,7.95
"pyrB",1005.77,932.93,990.1,928.59,884.01,950.3,903.94,894.67,718.81,1261.88,2009.28,10459.9,1344.75,1030.88,1150.74,781.06,794.57,836.4
"yigI",1438.86,1667.86,1652.97,1203.16,1505.54,1482.37,1448.75,1428.77,1236.36,675.61,728.55,837.99,882.83,690.08,796.31,765.6,886.4,837.76
"yccF",922.64,901.73,943.92,674.51,614.96,604.22,652.12,729.67,875.75,743.4,704.84,758.1,556.42,708.65,591.35,662.74,631.83,698.65
"gdhA",273.42,224.98,265.2,289.1,311.46,240.6,516.13,492.85,624.31,377.06,342.06,341.68,417.51,457.61,399.08,342.32,289.99,316.19
"rnhA",3873.51,3592.1,3926.87,3147.06,3174.14,2888.41,3631.77,3568.34,3553.38,4015.78,3522.73,2976.19,3028.13,3523.89,3440.03,3157.12,3512.18,3392.36
"opgE",306.9,396.84,352.3,243.9,225.52,243.84,286.34,285.64,251.63,211.15,244.03,311.52,149.27,129.73,161.7,192.08,177.76,225.33
"rffH",487.84,513.69,492.76,402.19,390.71,450.31,503.16,490.29,525.6,566.2,561.59,667.63,448.71,411.65,399.94,507.13,527.31,495.73
"udp",5193.71,5347.85,5051.39,5984.41,6266.43,6661.57,5410.63,5913.67,5931.38,11267.1,11524.12,10943.94,15008.99,13219.95,13804.82,15362.41,18229.72,13932.14
"glpQ",2791.77,3068.05,2676.06,530.67,477.12,454.83,526.17,616.99,622.9,2135.32,2913.94,3647.32,7370.09,4967.59,4992.12,2886.01,2693.24,3089.1
"yddK",19.58,19.13,19.56,20.29,20.02,23.44,19.82,19.12,19.56,19.11,24.81,19.6,20.01,19.37,20.63,19.58,23.94,19.59
"cadA",686.95,766.13,680.08,756.31,768.47,844.13,676.44,676.16,645.59,692.71,669.98,864.99,619.23,544.79,500.06,652.26,608.88,629.71
"yegT",167.77,220.46,169.07,194.6,186.98,216.56,210.54,167.94,150.23,176.17,191.55,195.9,204.43,180.76,198.94,178.77,191.1,176.46
"malM",883.48,862.6,822.34,1431.5,1801.11,1839.41,973.58,839.33,855.99,1776.12,1769.85,1344.18,3808.26,3917.55,3196.67,1142.04,1109.69,1116.78
"ppnN",494.47,495.33,447.25,653.32,647.91,434.11,513.5,562.34,541.64,640.88,623.95,885.29,2851.31,1886.79,1746.87,571.01,535.36,672.03
"yjcB",4.83,4.84,4.8,4.83,4.84,5.09,5.85,4.8,4.8,6.47,7.09,5.8,4.86,4.85,4.81,4.83,4.84,4.93
"wecC",8493.54,8565.4,9128.04,7520.91,6784.64,7467.98,8443.5,8475.14,8801.92,9015.47,8974.26,9618.07,5920.63,5473.88,5478.82,9256.58,8666.84,8805.37
"btuD",429.7,425.7,470.27,390.49,416.45,360.77,447.09,511.16,521.65,508.96,452.46,467.87,444.83,453.06,540.21,518.45,448.52,506.12
"csdA",3732.52,3856.68,3868.23,4271.14,3930.69,4008.1,3871.16,3980.89,3888.56,4354.45,3818.31,3854.52,4695.43,4409.41,4225.83,4140.48,4069.01,4667.29
"yihA",4392.36,3737.81,4531.08,4147.36,3999.34,2979.46,3392.41,3445.65,3447.01,4905.62,5294.09,2682.86,4152.81,4567.4,4466.2,4406.54,3937.09,4101.74
"uvrA",129.88,146.34,124.12,122.39,113.94,92.84,124.22,118.51,122.12,120.78,165.19,119.35,124.25,146.5,143.36,125.65,125.62,140.73
"melB",405.93,376.46,457.73,491.86,483.35,522.9,444.4,393.7,317.66,412.78,433.6,356.35,488.03,354.4,433.34,379.31,427.54,432.18
"paaY",562.14,572.72,635.06,524.33,585.82,518.92,567.39,580.67,681.24,683.11,683.74,642.86,748.52,670.14,860.5,586.38,619.62,652.24
"puuB",47.86,48.53,38.17,51.94,50.55,61.45,48.45,47.76,46.03,46.36,42.87,20.83,48.42,47.95,47.88,66.57,53.85,53.05
"nrdA",5140.69,4768.46,4656.15,3137.52,2762.53,2796.26,2476.27,2638.87,3138.47,4399.02,3307.78,3185.61,1526.54,2643.37,1940.59,2907.25,2885.07,2838.62
"srlB",269.32,311.29,307.14,310.68,318.32,310.11,247.68,230.12,250.77,238.01,249.04,350.72,1149.92,988.35,834.68,543.96,584.55,571.29
"yjhH",738.17,738.08,742.17,887.79,1010.83,1040.28,857.26,799.55,701.54,619.35,562.54,679.12,850.22,741.44,758.81,742.46,697.75,742.83
"uhpB",299.15,307.74,287.39,295.76,277.83,293.12,315.27,295.43,281.01,353.49,339.14,366,286.9,227.65,263.64,323.18,357.58,356.81
"yaaJ",278.12,259.41,255.51,318.77,299.93,310.3,281.17,273.3,280.85,518.15,503.67,464.48,554.24,643.95,594.33,349.23,427.72,375.79
"gadY",56.72,63.65,59.99,57.41,57.43,73.9,56.5,57.38,41.75,63,73.79,76.85,58.99,45.5,50.78,54.72,57.35,50.49
"fimG",490.42,499.11,433.48,556.04,530.34,609.13,518.65,485.46,428.4,562.7,485.93,948.37,590.89,376.75,453.47,423.86,405.8,427.99
"glmZ",5063.16,6553.54,4344.6,2890.2,2435.72,2196.01,4970.75,5473.16,5936.22,4872.32,5818.91,3784.02,2426.79,2294.27,2190.99,2551.93,3098.96,2552.06
"yheS",1017.64,993.06,983.26,611.98,570.42,560.1,681.44,769.68,637.57,447.85,498.79,1287.96,531.33,548.37,500.74,537.81,484.07,623.9
"ubiD",5323.32,4878.48,4944.75,3343.87,3329.94,3367.22,3745.3,3703.42,3399.43,3129.79,3274.09,2676.06,4478.78,4120.08,4100.63,3337.66,3371.81,3728.54
"rluD",3736.97,3866.23,3754.72,2134.78,2187.48,1988.43,2953.1,2824.38,3029.57,2341.09,2827.89,2193.19,1540.98,1714.08,2025.07,2087.46,2073.45,2088.42
"waaG",2738.75,3250.94,2932.09,2190.46,2158.17,1751.12,2044,1998.19,2163.85,2901.85,3639.42,3990.61,2512.2,2012.91,2303.31,2308.45,2438.66,2527.41
"yegD",714.73,644.56,651.85,315.02,315.02,284.23,342.77,313.85,323.67,235.26,215.6,156.88,178.59,185.9,169.01,213.08,258.48,288.76
"ptrA",1125.07,1144.87,1177.79,1409.59,1464.8,1291.77,1164.96,1153.39,1208.7,1040.73,866.51,1287.04,1118.5,1121,1040.96,990.18,805.66,942.58
"nrfF",75.44,87.15,72.03,92.44,93.38,98.48,76.92,75.94,71.06,93.06,82.64,80.7,82.59,80.62,88.66,87.45,83.86,80.19
"yohC",149.36,174.63,146.86,186.9,195.81,187.51,201.43,185.88,178.28,200.86,177.87,186.76,222.76,187.24,186.99,204.01,191.14,190.76
"dusB",19181.29,18618.8,18113.07,9941.29,10617.04,11358.3,13284.08,13529.02,13144.03,11273,11859.62,15944.86,8220.08,8904.86,7990.02,9584.41,11927.43,12579.13
"yfgM",13068.45,12789.88,13097.15,11974.43,12577.34,11975.31,11976.99,12010.53,13159.94,12073.41,12240.56,13741.07,11763.01,11881.68,10440.33,9988.6,10484.16,11810.49
"eutR",373.36,418.45,351.9,602.6,577.08,642.17,519.07,476.38,428.43,457.71,372.45,422.44,549.31,464.51,474.5,484.34,538.91,564.42
"yhdN",4539.1,5109.05,5101.88,3757.04,3929.34,3805.52,4982.34,4307.13,4661.52,3733.53,4253.71,4153.7,3114.1,3520.16,3538.88,3088.21,3193.17,3455.2
"nlpD",5907.58,4979.48,5134.28,5798.82,5630.3,5851.29,11328.94,10628.33,10614.93,5095.81,5641.27,6290.43,8898.11,8364.58,7938.22,7058.31,8357.8,7605.42
"yiaG",1003.99,1221.3,1019.73,1207.48,1260.01,1396.07,1306.93,1232.15,1154.26,1364.18,1575.1,1477.19,1366.15,981.42,1146.98,1335.78,1170.53,1186.5
"btuE",1979.45,1941.6,2131.7,1891.42,2034.87,1899.45,2130.98,2264.39,2668.13,2060.26,2035.82,1841.37,1942.78,2151.82,2305.35,2327.25,2134.9,2290.83
"ydjI",32.36,30.78,31.68,43.49,50,41.66,40.12,37.55,36.17,40.2,47.08,69.39,45.93,32.24,36.73,40.24,50.77,36.5
"prpD",71.6,58.02,75.66,116.53,87.06,110.15,77,76.94,76.99,75.73,64.17,70.83,77.06,77.23,76.99,84.51,77.03,77
"ftsQ",8576.85,8505.3,8866.5,9795.22,9621.44,8638.65,10250.87,10098.24,10576.97,11582.78,11059.96,13500.46,11945.94,11076.37,10519.32,11033.1,10493.68,10695.9
"ybjQ",1430.64,1418.18,1429.44,1398.15,1443.98,1280.07,1428.49,1436.29,1514.18,1707.46,2142.63,1224.7,1817.16,2008.41,2027.41,1814.79,1449.72,1529.29
"nikC",46.97,42.91,41.75,61.66,58.68,63.31,60.83,51.03,39.7,163.49,131.06,107.88,166.49,184.52,143.7,142.33,149.2,139.69
"ulaG",728.35,794.28,763.55,881.44,944.14,1040.38,887.52,838.63,749.44,742.25,660.52,478.71,757.89,695.71,766.68,747.85,769.42,731.94
"ypfJ",1227.1,1124.28,1225.99,943.5,1079.92,1180.86,1158.27,1129.76,1226.08,1315.03,1403.67,1633.61,1328.62,1240.48,1227.19,1344.02,1318.39,1227.45
"hicB",853.95,853.41,840.54,846.76,908.62,836.73,802.98,716.55,846.71,1025.21,843.44,709.72,791.37,887.66,858.8,894.11,949.32,911.56
"prc",3263.98,3591.25,3417.22,1998.4,2267.72,2157.03,2573.98,2490.06,3211.56,2362.22,2542.67,3665.22,1735.03,1795.05,1742.82,2410.55,2314.61,2553.49
"aroE",2851.54,2904.83,3293.18,2284.3,2447.46,2608.53,2756.85,2809.4,2879.18,2423.53,2597.26,3895.72,2766.68,2542.04,2396.44,2171.87,2774.02,3102.1
"yqjG",1174.03,1255.63,1346,1773.72,1636.3,1743.03,1711.38,1604.99,1604.96,1265.42,1269.57,933.68,1406.06,1431.27,1401.08,1423.48,1292.9,1299.08
"dhaK",4048.26,3764.33,3578.74,2591,2632.04,2508.46,2172.17,2265.98,2460.11,2668.53,2915.62,2267.29,623.55,1025.24,1079.22,2553.96,2449.89,1806.45
